458,635,513,637,510,677,457,677,English,10
693,646,799,646,799,697,693,697,Arabic,الدولى
573,766,633,758,632,797,569,808,Arabic,كم
812,646,854,646,854,690,812,690,Arabic,ط
384,646,446,633,447,679,384,683,Arabic,كم
706,764,855,766,853,818,705,811,Arabic,إسكندرية
633,704,676,704,676,734,633,736,English,Rd
641,759,692,760,690,801,640,801,English,19
381,759,542,768,541,796,378,789,English,Alexandria
780,711,831,715,833,742,779,740,English,Km
726,708,762,708,763,737,726,737,English,10
479,700,613,704,613,732,479,728,English,Coastal
401,694,457,700,457,726,401,723,English,Int.
543,640,672,643,672,690,543,690,Arabic,الساحلى
