132,167,166,167,167,182,134,183,Arabic,حتة
101,171,130,169,130,191,101,192,Arabic,في
62,175,99,173,99,188,63,190,Arabic,مصر
142,230,151,230,152,245,143,245,English,6
172,193,218,193,218,207,172,209,Arabic,واحصل
142,196,169,195,169,209,142,211,Arabic,على
79,217,133,213,134,228,80,233,Arabic,الشهرية
64,202,103,199,103,212,65,215,Arabic,خصم
121,123,207,112,211,151,123,160,Arabic,إشتري
69,126,117,122,118,155,69,157,Arabic,الآن
192,163,218,162,219,181,191,184,Arabic,من
176,213,203,212,204,225,176,226,Arabic,على
153,230,187,230,187,244,154,244,Arabic,لمدة
123,275,164,268,164,300,124,302,Arabic,أمان
104,193,140,191,140,209,105,211,English,50%
134,214,174,214,175,227,134,228,Arabic,باقتك
170,161,189,161,190,187,169,188,Arabic,أي
103,233,140,231,140,247,104,249,Arabic,شهور
