137,598,412,631,401,732,124,718,Arabic,الأسنان
433,307,728,369,728,439,426,410,Arabic,مستشفى
149,382,442,426,441,482,142,440,English,Student
459,426,753,464,753,524,458,487,English,Hospital
560,660,760,675,763,781,564,764,Arabic,كلية
133,732,378,763,372,819,126,789,English,Faculty
422,648,554,660,552,757,409,749,Arabic,طب
175,282,410,313,415,405,163,378,Arabic,الطلبة
393,765,462,768,460,819,388,815,English,of
478,771,762,802,761,860,476,827,English,Dentistry
102,117,239,11,250,53,115,171,English,Sta
