790,447,804,447,804,474,790,474,Arabic,###
158,688,202,686,203,695,158,696,Arabic,###
390,366,425,368,425,391,390,388,English,Rd
58,427,74,427,74,444,59,443,English,15
89,635,171,633,171,648,89,651,Arabic,الفليكساوية
172,633,201,632,202,645,172,648,Arabic,لكل
52,294,145,298,145,336,49,335,Arabic,الحر
160,298,214,305,213,346,160,336,Arabic,بنها
277,307,336,317,336,354,278,350,Arabic,شبرا
355,321,420,322,420,357,354,356,Arabic,طريق
48,343,144,355,145,375,47,370,English,Shubra
624,343,669,342,669,379,625,377,Arabic,زايد
678,347,734,347,736,379,679,380,Arabic,الشيخ
747,351,804,360,804,387,747,382,Arabic,مدينة
227,354,312,362,312,384,227,380,English,Benha
323,361,382,369,384,388,323,388,English,Free
61,618,123,617,125,633,61,635,Arabic,دقيقتين
124,616,201,614,201,629,126,632,Arabic,الفلكساية
693,477,805,482,805,505,689,500,English,Alexandria
341,457,405,461,405,486,340,481,English,Road
246,452,334,458,334,481,246,476,English,Desert
137,447,237,453,238,475,138,472,English,Ismailia
680,435,782,439,782,474,678,473,Arabic,الصحراوى
364,417,429,415,428,454,366,454,Arabic,طريق
226,407,347,409,346,450,224,444,Arabic,الأسماعيلية
96,399,213,406,212,440,94,441,Arabic,الصحراوى
759,391,803,396,803,419,757,416,English,City
688,387,755,391,755,414,688,413,English,Zayed
584,381,684,387,684,411,583,403,English,ElSheikh
163,710,202,695,203,712,162,725,Arabic,###
164,674,202,674,202,682,164,684,Arabic,###
112,678,163,676,164,684,112,687,Arabic,###
648,478,663,479,664,494,647,493,English,27
