564,664,737,671,735,842,558,851,Arabic,مع
638,137,1831,170,1853,585,564,576,Arabic,للايجار
790,647,1155,625,1154,855,781,856,Arabic,واداري
1549,660,1947,660,1956,873,1567,868,Arabic,كامل
1175,649,1527,625,1538,846,1182,884,Arabic,تجاري
236,598,540,626,529,792,231,815,Arabic,محل
1819,968,2186,964,2195,1194,1810,1189,Arabic,بالدور
1960,696,2177,691,2186,897,1971,880,Arabic,دور
1894,1262,2087,1258,2116,1548,1901,1531,Arabic,ت
324,1250,1712,1268,1731,1524,320,1498,Arabic,01010900005
249,910,454,917,447,1109,234,1119,Arabic,متر
1391,955,1787,947,1795,1163,1380,1182,Arabic,الارضي
486,920,828,944,819,1140,486,1121,Arabic,(250)
903,946,1348,928,1359,1121,903,1094,Arabic,المساحة
