9,1371,443,1431,438,1525,12,1467,English,WITHOUT
56,29,1216,87,1206,292,46,233,English,CAUTION
33,352,289,373,289,504,33,478,Arabic,كمامة
555,402,874,420,858,561,542,556,Arabic,الدخول
480,1290,808,1335,794,1434,474,1391,English,ENTRY
842,1490,1134,1520,1127,1621,834,1581,English,MASK
921,423,1211,457,1208,592,887,585,Arabic,ممنوع
312,407,521,415,516,548,307,535,Arabic,بدون
325,1274,467,1288,456,1383,316,1370,English,NO
568,1452,819,1488,814,1575,560,1541,English,FACE
466,1434,529,1449,529,1533,453,1530,English,A
