934,774,991,774,991,876,934,876,Arabic,و
570,942,986,897,986,1018,576,1041,Arabic,بالعروض
567,1064,992,1043,997,1158,572,1179,Arabic,الحصرية
375,301,818,192,799,431,365,471,Arabic,واحدة
813,651,909,630,921,709,812,724,Arabic,حمل
611,681,803,649,802,713,617,749,Arabic,التطبيق
368,571,405,557,407,579,371,592,Arabic,###
301,577,350,573,347,596,302,597,English,###
257,660,304,656,299,674,262,677,English,###
407,1017,469,1013,469,1031,408,1032,English,###
407,1142,459,1142,459,1160,407,1160,English,###
261,978,310,976,311,990,261,994,English,###
261,1100,272,1099,273,1135,261,1135,English,###
261,1056,273,1058,274,1099,263,1099,English,###
346,45,811,15,821,188,366,292,Arabic,بدوسة
761,532,993,500,1003,573,770,605,Arabic,الصيدلية
681,562,762,551,769,618,683,618,Arabic,بين
547,562,677,546,677,631,547,631,Arabic,إيديك
573,794,902,746,902,853,572,918,Arabic,استمتع
