1882,1400,2049,1391,2053,1451,1882,1458,Arabic,الكارت
1559,719,1859,712,1866,800,1557,791,Arabic,ماكينات
1296,703,1549,705,1550,793,1290,802,Arabic,الصراف
886,1883,997,1887,999,1936,884,1945,Arabic,ضع
1038,709,1290,701,1288,791,1028,808,Arabic,الآلي
2058,1391,2201,1383,2203,1446,2059,1458,Arabic,أدخل
679,1881,878,1880,878,1941,683,1947,Arabic,النقدية
2086,730,2233,734,2240,800,2089,806,Arabic,من
1030,563,1414,568,1414,671,1019,681,Arabic,حسابك
1436,570,1593,558,1594,699,1429,703,Arabic,في
1608,583,1933,572,1928,678,1605,712,Arabic,النقدي
1946,581,2236,578,2238,705,1939,711,Arabic,الإيداع
1022,1878,1068,1880,1072,1943,1026,1941,Arabic,2
1386,2341,1577,2341,1577,2406,1386,2408,Arabic,إستلم
1874,720,2076,718,2081,795,1874,804,Arabic,خلال
1600,2333,1640,2339,1644,2408,1608,2398,Arabic,3
2227,1393,2250,1397,2252,1452,2233,1452,Arabic,1
1195,2341,1385,2341,1385,2412,1195,2422,Arabic,الإيصال
