372,1269,503,1272,504,1307,372,1303,English,Airport
2107,1184,2268,1179,2270,1249,2108,1256,Arabic,الطريق
391,1190,530,1191,529,1261,386,1267,Arabic,مطار
820,1192,1014,1183,1015,1248,821,1264,Arabic,الشمالى
1589,1191,1766,1184,1768,1254,1591,1257,Arabic,القاهرة
286,1216,377,1216,376,1265,284,1267,Arabic,برج
1351,1203,1445,1188,1441,1265,1348,1267,Arabic,كم
874,1261,996,1260,995,1299,873,1299,English,North
2120,1264,2195,1266,2196,1299,2121,1305,English,Rd.
147,1272,230,1274,230,1308,144,1306,English,Borg
244,1270,359,1272,359,1303,242,1305,English,Alarab
1953,1266,2106,1267,2108,1301,1955,1303,English,Desert
1546,1269,1625,1269,1625,1311,1546,1311,English,200
1415,1269,1531,1269,1531,1311,1415,1311,English,Cairo
1634,1269,1706,1269,1706,1311,1634,1311,English,Km
1007,1258,1137,1258,1137,1300,1007,1300,English,Coast
1877,1184,2098,1181,2101,1249,1879,1259,Arabic,الصحراوى
126,1200,275,1193,273,1266,123,1269,Arabic,العرب
1472,1192,1560,1200,1559,1251,1471,1257,Arabic,200
1025,1185,1190,1182,1191,1248,1023,1260,Arabic,الساحل
