620,529,666,529,666,566,617,573,Arabic,دار
782,698,1085,698,1085,757,784,772,Arabic,مستشفى
998,144,1216,144,1216,181,998,181,Arabic,متخصصة
20,173,102,173,102,201,20,201,Arabic,الخبرة
533,612,707,609,705,657,528,659,Arabic,الشفاء
378,770,527,770,527,795,378,795,English,TRUST
474,698,677,698,677,748,474,748,Arabic,الشفاء
694,698,777,698,777,757,694,757,Arabic,دار
20,136,154,136,154,169,20,169,Arabic,سنوات
108,173,154,178,154,202,108,202,Arabic,من
559,771,652,773,652,796,558,795,English,AND
998,63,1216,69,1215,129,995,124,Arabic,عيادات
16,36,150,35,150,131,16,131,English,10
686,774,862,774,862,795,684,795,English,SAFETY
157,712,466,697,469,749,152,779,Arabic,التخصصي
