494,518,607,518,607,564,494,564,Arabic,روعة
322,515,484,515,484,558,322,558,Arabic,المذاق
220,59,491,49,486,150,198,150,Arabic,الكبير
62,287,244,279,237,338,39,344,Arabic,الأصيل
611,362,918,315,929,381,623,429,Arabic,العروض
33,76,203,78,193,135,30,133,Arabic,17-9
713,259,899,231,911,302,729,331,Arabic,إسأل
157,451,345,456,343,507,157,499,Arabic,السورية
93,232,217,230,199,285,70,286,Arabic,شام
138,509,315,509,315,552,138,552,Arabic,الشامى
589,285,699,267,712,323,600,349,Arabic,عن
354,459,597,458,597,504,352,511,Arabic,للمأكولات
509,54,863,54,863,145,498,157,Arabic,الإفتتاح
