454,145,525,137,524,161,452,167,Arabic,كارفور
410,91,460,91,460,112,410,116,English,Sales
58,117,83,114,83,131,58,133,Arabic,خدمة
28,122,57,117,57,136,28,140,Arabic,الزبائن
15,151,58,145,58,159,15,165,English,Customer
423,57,455,56,454,77,420,78,Arabic,بعد
457,50,477,48,480,71,457,73,Arabic,ما
481,44,536,40,537,64,483,71,Arabic,###خدمة
58,142,94,139,95,154,59,159,English,Service
365,151,430,146,430,164,365,170,English,Carrefour
15,299,46,303,46,319,15,317,English,ion
363,97,408,97,408,117,362,121,English,After
375,62,418,54,417,82,371,91,Arabic,البيع
463,85,540,80,540,102,463,112,English,Service
