383,323,451,328,449,340,383,335,English,###
297,293,370,301,369,317,297,308,Arabic,راكليت
756,298,809,298,809,315,756,312,Arabic,جبنه
522,68,571,82,565,104,516,90,English,###
657,123,718,105,724,125,663,144,English,###
471,111,501,123,495,140,465,128,English,###
541,134,612,134,612,156,541,156,English,Rambol
678,294,753,294,753,312,678,312,Arabic,سلمون
276,311,325,317,325,329,273,325,English,###
325,317,381,324,381,335,326,330,English,###
773,320,831,322,831,333,772,330,English,###
283,353,438,368,439,432,288,422,English,102
670,359,831,360,831,424,670,415,English,148
460,374,488,374,488,415,460,415,English,5
523,374,553,378,548,419,518,416,English,0
374,302,421,307,421,322,374,316,Arabic,جبنه
706,316,772,318,772,331,706,330,English,###
